robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
7500,-6.721034,-7.234106,1,0.553228,0.138963,0.766758,3,-0.220909,0.146684,0.889772
7560,-6.767314,-7.234440,1,0.561571,0.138355,0.771505,3,-0.203977,0.147065,0.895160
7620,-6.767314,-7.234440,3,-0.189532,0.145109,0.887550,1,0.578101,0.142864,0.794408
7680,6.914396,6.958603,3,-0.188371,0.140588,0.917082,1,0.582094,0.139552,0.810016
7740,6.914396,6.958603,1,0.570901,0.141009,0.816252,3,-0.191928,0.143908,0.934100
7800,6.976383,6.991294,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
7860,-6.976383,-6.991294,1,0.571665,0.144004,0.844197,3,-0.192627,0.142771,0.958044
7920,6.954904,7.226282,1,0.596237,0.148507,0.889321,3,-0.190584,0.140199,0.983275
7980,7.359522,7.840478,1,0.569655,0.150994,0.872553,3,-0.195739,0.143648,1.002714
8040,8.167406,7.037518,3,-0.200766,0.137007,1.003331,2,-9999.000000,-9999.000000,-9999.000000
8100,8.167406,7.037518,3,-0.223054,0.153756,1.046090,2,-9999.000000,-9999.000000,-9999.000000
8160,8.167406,3.676126,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
8220,8.167406,3.676126,1,0.501255,0.156519,0.974384,3,-0.284878,0.142395,1.015584
8280,8.167406,3.676126,1,0.486364,0.152599,0.945469,3,-0.292983,0.141264,1.031834
8340,8.167406,3.676126,1,0.482505,0.153363,0.952472,3,-0.298928,0.142235,1.011854
8400,2.191605,2.484010,1,0.461478,0.147322,0.932129,3,-0.313969,0.142338,1.009216
8460,2.191605,2.484010,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
8520,3.886403,5.099886,1,0.448795,0.151884,0.952081,3,-0.344935,0.145978,0.998322
8580,3.886403,5.099886,1,0.439625,0.150021,0.961924,2,-9999.000000,-9999.000000,-9999.000000
8640,4.929395,5.909087,1,0.422222,0.149892,0.951407,3,-0.367628,0.142560,0.936389
8700,4.929395,5.909087,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
